run_label,source,final_cumulative_time_sec,best_cumulative_time_sec,sum_cumulative_time_sec,total_time_sec
SFLV2 + Projected - CIFAR-10 α=0.5.csv,SFLV2 + Projected - CIFAR-10 α=0.5.csv,7528.329755225219,7528.329755225219,380609.4236511914,7528.329755225219
SL + Projected on CIFAR-10 α=0.5.csv,SL + Projected on CIFAR-10 α=0.5.csv,6983.174652989022,6983.174652989022,352148.4129209379,6983.174652989022
FL - CIFAR-10 α=0.5.csv,FL - CIFAR-10 α=0.5.csv,6190.563349258155,6190.563349258155,312787.39838190656,6190.563349258155
SL - CIFAR-10 α=0.1.csv,SL - CIFAR-10 α=0.1.csv,6160.587600706145,6160.587600706145,311104.5117381122,6160.587600706145
FOT - CIFAR-10 α=0.5.csv,FOT - CIFAR-10 α=0.5.csv,5262.183090686798,5262.183090686798,265725.3449013233,5262.183090686798
SFLV2 - CIFAR-10 α=0.5.csv,SFLV2 - CIFAR-10 α=0.5.csv,4584.282952378504,4584.282952378504,231689.08370170277,4584.282952378504
Centralize Baseline - CIFAR-10.csv,Centralize Baseline - CIFAR-10.csv,730.6849652575329,730.6849652575329,36982.166092538275,730.6849652575329
