run_label,source,final_mean_FgT_loss,best_mean_FgT_loss,sum_mean_FgT_loss,total_time_sec,AUPF
SL - CIFAR-10 α=0.1.csv,SL - CIFAR-10 α=0.1.csv,-0.3060906740150066,-2.5065447092056274,-42.421878170570196,6160.587600706145,33.98361944953833
FOT - CIFAR-10 α=0.5.csv,FOT - CIFAR-10 α=0.5.csv,0.0319471237182617,-0.9807416564941406,-1.0881228469848654,5262.183090686798,1.2167051391601535
SFLV2 - CIFAR-10 α=0.5.csv,SFLV2 - CIFAR-10 α=0.5.csv,-0.2150058928463194,-0.8981398542722067,-38.310567582203554,4584.282952378504,0.0
SFLV2 + Projected - CIFAR-10 α=0.5.csv,SFLV2 + Projected - CIFAR-10 α=0.5.csv,-0.2846993873215685,-0.7669975161552429,-33.423272774903005,7528.329755225219,0.0684590339660644
FL - CIFAR-10 α=0.5.csv,FL - CIFAR-10 α=0.5.csv,-0.1430159528749157,-0.6836484670639038,-25.082118806895053,6190.563349258155,0.0
SL + Projected on CIFAR-10 α=0.5.csv,SL + Projected on CIFAR-10 α=0.5.csv,-0.0196023745970292,-0.6597052812576294,-13.996880967591997,6983.174652989022,1.0490229345358524
Centralize Baseline - CIFAR-10.csv,Centralize Baseline - CIFAR-10.csv,-0.1190886770685513,-0.3902927227318287,-14.615740647070872,730.6849652575329,0.0036535456310957
