round,acc_train,acc_test,round_time_sec,mean_FgT_loss
1,19.039618737152747,1.1432516150176526,72.20871970616281,0.0
2,23.634382981537385,5.918642258644104,71.50135576725006,-0.1969132423400879
3,27.44555805293843,10.380185854434966,71.88615733012557,-0.330008864402771
4,30.634797507470125,13.514614748954774,72.43170223943889,-0.43278932571411133
5,33.5508764652639,16.82852909564972,70.95286866277456,-0.7902944684028625
6,36.41869596368869,19.554822182655336,71.21236899122596,-0.6520209312438965
7,39.08050529370031,22.239695501327514,72.38955578021705,-0.7447377840677897
8,41.835888834641366,24.2258216381073,71.16803814843297,-0.5905883993421283
9,44.15259515129869,26.727168607711793,71.79060093685985,-0.7482027113437653
10,46.28379731092177,28.71329460144043,74.37628298811615,-0.6368784639570448
11,48.49069539755834,30.830078125,74.02716879360378,-0.8915769338607789
12,50.29359957146532,33.14789867401123,72.61672602780163,-0.8245759227059104
13,52.322598235321756,34.576037073135375,71.37490181811154,-0.8437742789586385
14,53.80340510794614,36.56586747169494,72.035310074687,-0.839940254504864
15,55.687744327423914,38.19908390045166,72.80883867293596,-0.8088007654462542
16,57.77581257160283,39.75417556762695,72.84377803653479,-0.9829411029815673
17,59.03966409276211,40.87284469604492,72.80429645068944,-0.8593652099370956
18,61.00442046414851,42.31478977203369,71.72656140103936,-0.8293628271888284
19,62.18107696069342,43.593076419830325,71.12705574184656,-0.9210420648256937
20,63.30408746225805,44.94746761322021,73.43316697701812,-0.9037124985142758
21,64.42103838965042,45.807852840423585,72.35274453647435,-0.8421634078025818
22,66.23895980392689,47.06526117324829,73.21770538203418,-0.859155950092134
23,66.76231978889074,47.37170000076294,70.79361264407635,-0.7349594181234186
24,67.71107292447121,49.687836742401124,72.22809204272926,-0.8684152364730835
25,69.01413334037179,49.61947727203369,72.66679074056447,-0.827009454369545
26,69.3524861691346,50.37681827545166,71.6603564787656,-0.8487027359008789
27,70.57640683445169,50.93076496124267,72.55132799968123,-0.9013375777464646
28,71.95185448437658,52.26360445022583,72.84881899133325,-0.8241005606121488
29,72.29994571001342,52.43635501861572,72.13078886829317,-0.8224200861794608
30,73.38851348507166,53.3974271774292,71.53160968795419,-0.8028456877017843
31,74.04472108639045,53.65941562652588,72.6376605592668,-0.8038435220718384
32,75.3598300676202,54.22548484802246,72.40111234784126,-0.7756937280777962
33,75.74814978183588,54.89762907028198,72.66061599366367,-0.800689198076725
34,76.64042744834481,55.254916477203366,73.50948045402765,-0.8411007397102587
35,77.26316829248586,56.003502178192136,71.53707923181355,-0.7805173081510207
36,78.11677663412644,56.08095359802246,72.36899758130312,-0.7967428854533605
37,78.35994278594715,56.62210388183594,71.55705658905208,-0.7660760978857676
38,78.83610139551304,57.22689914703369,71.8996970076114,-0.7180515463287765
39,79.7649942342501,57.36496486663818,71.76904163882136,-0.7345745375281886
40,80.35862348167916,57.8188980102539,73.08330805972219,-0.7596106437536386
41,80.98865602576038,58.04990558624267,71.91896913573146,-0.7402512669563294
42,81.8228433113428,58.527074337005615,72.61792751960456,-0.7191427917015262
43,81.88188350657099,58.851697254180905,71.04442099295557,-0.7095063612574622
44,82.41762888305453,59.06923484802246,73.2645527087152,-0.7373225217641786
45,83.12133761072647,59.759900188446046,71.78043559193611,-0.699880147522146
46,83.3585248904266,60.243130397796634,72.26835065335035,-0.6718721204333835
47,84.20140347366487,59.556842708587645,72.47033227235079,-0.6872291098470273
48,83.84711194392925,60.44248371124267,71.35686315409839,-0.7204442683686602
49,84.10288699926018,60.79505634307861,72.27571611106396,-0.7056260630488396
50,85.51251161146135,61.10452566146851,72.50974894501269,-0.6759848789292939
51,85.85463682181239,61.33149242401123,72.14733992889524,-0.655271782875061
52,86.11993144787854,62.14237594604492,72.5003195758909,-0.6480787524990007
53,86.21375973844556,61.70797395706177,69.25781539268792,-0.6264857947826385
54,86.28894064252314,62.07300643920898,68.73932346142828,-0.6743077781965148
55,86.23134293660577,62.50808200836182,70.13194223493338,-0.6676761485912182
56,86.73379715237749,62.444436931610106,70.50282846577466,-0.6515607768839056
57,87.81025470638977,62.214102840423585,71.28458315134048,-0.6588535308837891
58,87.75971997476427,62.74986515045166,69.85112458281219,-0.588879668921755
59,87.98774253365623,63.285964488983154,68.99118295125663,-0.6285181621025349
60,88.58418160632618,63.60115833282471,69.28330318257213,-0.6374190277972464
61,89.09640462174457,63.06539583206177,70.13047730922699,-0.5873172760009766
62,89.05340188515002,63.06539621353149,70.17658871412277,-0.613116235029502
63,89.44804789094111,63.275188255310056,70.32371830567718,-0.5870245772023355
64,89.7117882257513,63.60284194946289,69.83562655188143,-0.6073950283111088
65,89.43063844244675,64.09348030090332,69.22032991610467,-0.5785292405635118
66,89.99424523728177,64.20763721466065,70.03392804600298,-0.5933729226772602
67,90.30275133138252,64.36961193084717,69.7599355764687,-0.5807107235446121
68,90.68003815945102,64.35176439285279,68.76634306274354,-0.5768781651311846
69,90.49580888055382,64.49690160751342,69.1068250592798,-0.573475776349797
70,90.6557866659753,64.4639009475708,71.01323792524636,-0.5854260109472966
71,90.38851536297894,64.60466070175171,69.67204298451543,-0.5635784864425659
72,90.65729043008676,64.73296031951904,69.43313840031624,-0.5630952640318535
73,91.45739995217136,64.71747026443481,70.00718217343092,-0.5476218677229352
74,91.99206237211295,64.95218200683594,69.3068462535739,-0.5566463078538032
75,91.43381138474906,65.06398181915283,69.68923890776932,-0.5270940129821365
76,92.21489889091615,65.20945596694946,69.85584541223943,-0.5594714244206747
77,91.46114147879767,65.35358276367188,70.39144520647824,-0.5396247286545602
78,91.45562602340574,65.03199062347412,69.348377937451,-0.5449751073663885
79,92.79124064955748,65.62129554748535,69.47284076921642,-0.5601041271136358
80,92.53691387184627,65.70615606307983,70.2285063508898,-0.5377047408985186
81,91.8115204432065,66.05771799087525,70.18940864875913,-0.5343447431921959
82,92.47653338602777,66.32341070175171,69.67881322838366,-0.5271267155070364
83,91.92506509565756,65.90618219375611,70.79931788519025,-0.5475965578381609
84,92.80167177291794,66.15537433624267,69.27385067008436,-0.5094845926905253
85,93.45960887732664,66.08364772796631,69.33578694052994,-0.5204019929681506
86,92.8451462679729,66.2089168548584,69.7189616933465,-0.5262470427681418
87,93.52319912821052,66.26481657028198,70.79922706075013,-0.512733422046484
88,93.62710191614762,66.01091051101685,70.46482833474874,-0.5037160481529674
89,92.67547710683765,66.28939905166627,70.49677819944918,-0.5130251063541933
90,93.85999678075875,66.61536884307861,68.9895383156836,-0.511026186889477
91,93.9253489494616,66.54566249847412,70.33382355235517,-0.5123502863778009
92,93.18149855020144,66.769935131073,69.54895988106728,-0.5127115171034258
93,93.73389743407367,67.1420392036438,70.27928089536726,-0.48591790380685224
94,93.64253354451715,67.11779327392578,70.81414260715246,-0.4875814184065788
