round,acc_train,acc_test,round_time_sec,mean_FgT_loss,projection,alpha,warmup_rounds,rebuild_every,top_r
1,16.646,16.3,60.32038164138794,0.0,True,0.5,10,0,8
2,20.926000000000002,20.669999999999998,58.09577512741089,-0.12507598571777345,True,0.5,10,0,8
3,23.974,24.01,58.39811897277832,-0.09122413940429688,True,0.5,10,0,8
4,26.43,26.71,58.84619355201721,-0.0634435760498047,True,0.5,10,0,8
5,28.292,28.49,59.28050446510315,-0.0454551147460938,True,0.5,10,0,8
6,29.636000000000003,29.549999999999997,59.90135312080383,-0.041755688476562455,True,0.5,10,0,8
7,30.858,30.91,60.33567523956299,-0.0383883697509765,True,0.5,10,0,8
8,31.994,32.34,60.66180682182312,-0.03234391784667974,True,0.5,10,0,8
9,32.474,32.910000000000004,60.70379328727722,-0.02682772521972656,True,0.5,10,0,8
10,33.306000000000004,34.1,59.806720495224,-0.02540677185058593,True,0.5,10,0,8
11,33.910000000000004,34.22,59.42422366142273,-0.008372232055664064,True,0.5,10,0,8
12,34.03,34.339999999999996,59.91900610923767,-0.00497773437500002,True,0.5,10,0,8
13,34.150000000000006,34.57,60.509620666503906,-0.007700955200195337,True,0.5,10,0,8
14,34.252,34.96,59.42605519294739,-0.0031490539550781183,True,0.5,10,0,8
15,34.452,35.11,59.6417441368103,-0.008541329956054656,True,0.5,10,0,8
16,34.792,35.27,58.971704959869385,-0.003647879028320311,True,0.5,10,0,8
17,34.764,35.61,59.8204824924469,-0.008087261962890668,True,0.5,10,0,8
18,34.914,35.589999999999996,59.37704420089722,-0.003618777465820333,True,0.5,10,0,8
19,35.308,35.74,58.955864906311035,-0.003793112182617131,True,0.5,10,0,8
20,35.756,35.96,59.68855023384094,-0.008496282958984348,True,0.5,10,0,8
21,35.836,36.33,59.62433171272278,-0.004365011596679702,True,0.5,10,0,8
22,36.052,36.52,59.564191579818726,-0.0071601287841797315,True,0.5,10,0,8
23,35.998000000000005,36.96,59.694427728652954,-0.007139410400390655,True,0.5,10,0,8
24,36.35,37.68,61.13847327232361,-0.009957577514648364,True,0.5,10,0,8
25,36.41,37.830000000000005,59.06961989402771,-0.0048024047851563,True,0.5,10,0,8
26,36.818,38.11,58.85195183753967,-0.0029618499755859062,True,0.5,10,0,8
27,37.072,38.07,59.28672385215759,-0.007720614624023447,True,0.5,10,0,8
28,37.47,38.59,59.01951885223389,-0.00918030700683592,True,0.5,10,0,8
29,37.506,38.09,59.28195261955261,-0.0009539550781250128,True,0.5,10,0,8
30,37.754,38.41,59.02408766746521,-0.007245748901367133,True,0.5,10,0,8
31,37.96,38.91,59.27279090881348,-0.008973770141601589,True,0.5,10,0,8
32,38.298,39.18,59.518123388290405,-0.005672033691406275,True,0.5,10,0,8
33,38.732,39.36,59.569350242614746,-0.008135867309570255,True,0.5,10,0,8
34,38.738,39.51,59.25591731071472,-0.003208615112304791,True,0.5,10,0,8
35,39.37,39.76,59.67625117301941,-0.008487774658203096,True,0.5,10,0,8
36,39.512,40.1,62.297075033187866,-0.005913146972656325,True,0.5,10,0,8
37,39.45,40.04,59.5605034828186,-0.004748495483398419,True,0.5,10,0,8
38,39.902,40.400000000000006,59.41652989387512,-0.008992559814453082,True,0.5,10,0,8
39,40.096,40.849999999999994,59.007442474365234,-0.004819854736328111,True,0.5,10,0,8
40,40.316,40.92,59.88400411605835,-0.008181604003906263,True,0.5,10,0,8
41,40.748,41.160000000000004,59.25529909133911,-0.005323251342773494,True,0.5,10,0,8
42,40.832,41.64,59.36034631729126,-0.004970016479492134,True,0.5,10,0,8
43,41.064,41.85,59.22378134727478,-0.007535848999023464,True,0.5,10,0,8
44,41.818,42.3,59.581526041030884,-0.008697006225585956,True,0.5,10,0,8
