round,acc_train,acc_test,round_time_sec,mean_FgT_loss,projection,alpha,warmup_rounds,rebuild_every,top_r
1,1.192,1.15,55.97045135498047,0.0,True,0.5,10,0,8
2,1.6019999999999999,1.8900000000000001,53.99557614326477,-0.0748793884277342,True,0.5,10,0,8
3,2.036,2.46,54.72018265724182,-0.06656052856445313,True,0.5,10,0,8
4,2.844,3.2800000000000002,54.874825954437256,-0.0682273437500001,True,0.5,10,0,8
5,3.724,4.09,55.01934361457825,-0.07061813964843733,True,0.5,10,0,8
6,4.558,5.050000000000001,56.19687008857727,-0.06496828002929718,True,0.5,10,0,8
7,5.174,5.67,55.75365352630615,-0.056422991943359334,True,0.5,10,0,8
8,5.826,6.25,56.125932931900024,-0.04865958862304698,True,0.5,10,0,8
9,6.351999999999999,6.7299999999999995,56.41880941390991,-0.047874218749999996,True,0.5,10,0,8
10,6.981999999999999,7.48,56.74519491195679,-0.04091622314453094,True,0.5,10,0,8
11,6.972,7.430000000000001,55.37285041809082,-0.004820959472656483,True,0.5,10,0,8
12,6.926,7.739999999999999,56.58776593208313,-0.007781622314452896,True,0.5,10,0,8
13,7.136000000000001,7.739999999999999,57.54889702796936,-0.00798407592773458,True,0.5,10,0,8
14,7.276000000000001,7.9799999999999995,56.297646284103394,-0.007996569824218902,True,0.5,10,0,8
15,7.268,8.129999999999999,56.2854106426239,-0.005077197265624634,True,0.5,10,0,8
16,7.290000000000001,8.07,56.35466742515564,-0.007724560546875203,True,0.5,10,0,8
17,7.718,7.99,55.952033281326294,-0.007402319335937513,True,0.5,10,0,8
18,7.838000000000001,8.42,56.139997243881226,-0.006262707519531041,True,0.5,10,0,8
19,7.758,8.42,56.274334192276,-0.008625939941406457,True,0.5,10,0,8
20,7.822,8.61,56.2074933052063,-0.008970227050781255,True,0.5,10,0,8
21,8.112,8.73,55.98848080635071,-0.007748004150390564,True,0.5,10,0,8
22,8.204,8.83,56.22304344177246,-0.008651995849609583,True,0.5,10,0,8
23,8.326,9.06,56.0551540851593,-0.009945501708984316,True,0.5,10,0,8
24,8.468,9.180000000000001,55.62960958480835,-0.009659173583984071,True,0.5,10,0,8
25,8.562,9.32,57.48258900642395,-0.011642138671875024,True,0.5,10,0,8
26,8.959999999999999,9.35,55.4831976890564,-0.008155633544921947,True,0.5,10,0,8
27,9.075999999999999,9.569999999999999,56.138362407684326,-0.011353753662109334,True,0.5,10,0,8
28,9.2,9.73,55.83680033683777,-0.014291693115234594,True,0.5,10,0,8
29,9.36,9.68,56.13703274726868,-0.00982755126953112,True,0.5,10,0,8
30,9.536,9.85,55.847371339797974,-0.013568737792968832,True,0.5,10,0,8
31,9.796000000000001,10.13,56.5289044380188,-0.012650555419921883,True,0.5,10,0,8
32,9.868,10.37,55.946991205215454,-0.012824066162109382,True,0.5,10,0,8
33,10.156,10.63,56.012887477874756,-0.011001574707031203,True,0.5,10,0,8
34,10.489999999999998,10.780000000000001,56.08558511734009,-0.013867761230468734,True,0.5,10,0,8
35,10.706,10.879999999999999,56.561312675476074,-0.01411207275390618,True,0.5,10,0,8
36,10.638,11.06,58.037644147872925,-0.013702581787109392,True,0.5,10,0,8
