run_label,source,final_cumulative_time_sec,best_cumulative_time_sec,sum_cumulative_time_sec,total_time_sec
SFLV2 + Projected - CIFAR-100 α=0.1.csv,SFLV2 + Projected - CIFAR-100 α=0.1.csv,14799.490001281723,14799.490001281723,1487121.033569174,14799.490001281723
FOT - CIFAR-100 α=0.1.csv,FOT - CIFAR-100 α=0.1.csv,10874.903730630875,10874.903730630875,1092270.418636322,10874.903730630875
SFLV2 - CIFAR-100 α=0.1.csv,SFLV2 - CIFAR-100 α=0.1.csv,9810.247184017673,9810.247184017673,990124.7959061451,9810.247184017673
FL - CIFAR-100 α=0.1.csv,FL - CIFAR-100 α=0.1.csv,8868.363366113976,8868.363366113976,891433.7539178561,8868.363366113976
Centralize Baseline - CIFAR-100.csv,Centralize Baseline - CIFAR-100.csv,1486.0545461699367,1486.0545461699367,149215.40347400308,1486.0545461699367
