round,acc_train,acc_test,round_time_sec,mean_FgT_loss
1,19.30113724086399,1.0243803836405276,66.77933803699852,0.0
2,21.97661179924897,2.1383351281285288,66.26457831599691,0.02603435516357422
3,24.57859145752757,2.972117456793785,65.00060389399005,-0.16564583778381348
4,26.34118864812378,3.7981546372175217,67.45296538399998,-0.3037344614664714
5,27.465796019519047,4.557179427146911,66.48896772699663,-0.360385537147522
6,28.430718077555277,4.846780717372894,67.41390428900195,-0.3787062644958496
7,29.978736811625375,5.075431030988693,66.63430344199878,-0.22635555267333984
8,30.64289092913642,5.435075438022613,66.58884717199544,-0.7190408025469098
9,31.319918981016325,5.473127698898315,67.18972604999726,-0.23131072521209717
10,32.18674019339183,5.912244069576263,67.71626746600668,-0.6327713330586752
11,33.01094135853521,6.1994881391525265,67.49462892999873,-0.43745951652526854
12,33.32093724996537,6.791487073898315,67.62731686000188,-0.615391427820379
13,33.94656067283351,6.7702720880508425,66.70599630399374,-0.3709823290506999
14,34.74350072969365,7.111395466327667,67.73970820200338,-0.49781659933236927
15,35.178670079700154,7.123855066299439,66.86319760799233,-0.6096983296530587
16,36.49201390779774,7.378098058700561,67.4289114280109,-0.48931802113850914
17,36.891612011933155,7.722588908672333,68.69312438799534,-0.6386725902557373
18,37.37356161868225,8.301791453361512,66.64197170799889,-0.47664883557487936
19,37.948630625739376,8.049568951129913,67.08899933799694,-0.5154500802357992
20,38.54775443024211,8.614291489124298,67.04336852800043,-0.5228090035287958
21,39.15880191647962,8.806910002231598,67.45298566800193,-0.6870079517364502
22,40.27075761655234,9.26151670217514,67.48233859399625,-0.7433066822233654
23,40.307641126820286,9.541689121723175,67.95964399099466,-0.8343923525376753
24,40.852030269736964,9.968345904350281,66.72103169700131,-0.7226670824963114
25,40.989676737968566,10.227976834774017,67.43386494299921,-0.5073928634325663
26,41.76358788404565,10.23538522720337,67.11671059799846,-0.7344096088409424
27,42.54765465673144,11.347656273841858,67.51592413100298,-0.6349807885976938
28,42.43896940268722,11.127424550056457,67.50703568999597,-0.8596417903900146
29,43.11001970367621,11.838294720649719,67.36109804599255,-0.7295167786734444
30,44.38545524584576,11.87634699344635,67.53602839700761,-0.646363143263192
31,44.244721262918574,12.170999455451966,67.95787793501222,-0.7705655177434285
32,44.42639305093339,12.731344294548034,66.87963280000258,-0.8141486337107997
33,45.066798447237815,13.037109351158142,66.61931232099596,-0.9085237830877304
34,45.93346193669267,13.816002154350281,67.26757185600582,-0.927232973503344
35,46.22842474945185,14.545729994773865,68.90559877800115,-0.7232155519373277
36,46.62248842616592,14.627222490310668,68.98812292399816,-0.6464603219713484
37,47.25155483580457,15.557650828361512,67.47367134600063,-0.8237287998199463
38,47.75610438051617,15.817281770706177,67.14223482900707,-0.7254845065039557
39,47.6284896168297,16.246969246864317,67.177186868008,-0.855299899452611
40,48.2958691981961,16.492793679237366,67.33074645699526,-0.9026934672624637
41,49.33184395292493,17.448141169548034,67.3548877340072,-0.9254979193210602
42,48.980901168118336,17.758957433700562,68.77624747800292,-0.8533479876634551
43,50.17819299286154,18.080886340141298,66.73669773900474,-0.9859522070203509
44,50.0684744814759,19.116379284858702,67.23447967300308,-0.852036481679872
45,50.10122116867605,18.525053882598876,67.37621517998923,-0.9715439731424506
46,51.028490959469636,19.676387310028076,67.16920048800239,-0.9729559792412652
47,51.19433032016353,20.48626070022583,67.84038530400721,-0.9219286389972853
48,51.45136564405209,20.228650307655336,66.984362771007,-0.9997523591873494
49,51.377070899149814,20.93615303039551,67.17701062701235,-0.8933839301268259
50,52.385239069765795,21.027411103248596,67.3670018940029,-0.9752856030756113
