round,acc_train,acc_test,round_time_sec,mean_FgT_loss,projection,alpha,warmup_rounds,rebuild_every,top_r
1,17.06,17.080000000000002,47.65668034553528,0.0,True,0.1,10,0,8
2,23.992,24.29,42.47699546813965,-0.2595945495605469,True,0.1,10,0,8
3,26.82,27.35,42.88155007362366,-0.10624182128906248,True,0.1,10,0,8
4,29.236,30.04,42.95780968666077,-0.07917385864257809,True,0.1,10,0,8
5,31.016,31.35,42.94471764564514,-0.04612193908691413,True,0.1,10,0,8
6,33.324,33.77,43.060752630233765,-0.05765938720703123,True,0.1,10,0,8
7,33.214,33.73,43.256590843200684,-0.012286114501953094,True,0.1,10,0,8
8,35.062,35.85,43.47524571418762,-0.048260198974609425,True,0.1,10,0,8
9,36.118,36.66,43.54165744781494,-0.01135200500488276,True,0.1,10,0,8
10,36.874,37.28,43.327266216278076,-0.022678170776367156,True,0.1,10,0,8
11,37.704,38.31,42.65043592453003,-0.02340311584472663,True,0.1,10,0,8
12,38.034,37.99,42.63696599006653,0.003487631225585952,True,0.1,10,0,8
13,38.538,38.43,44.353787660598755,-0.010337640380859315,True,0.1,10,0,8
14,37.88,38.2,43.460846185684204,0.004801580810546824,True,0.1,10,0,8
15,38.818000000000005,38.64,42.54570412635803,-0.008476834106445308,True,0.1,10,0,8
16,38.816,39.09,42.86909008026123,-0.01143518371582033,True,0.1,10,0,8
17,39.418,39.64,43.300978899002075,-0.011352029418945263,True,0.1,10,0,8
18,39.42,39.36,42.813573598861694,0.008033087158203056,True,0.1,10,0,8
19,40.522000000000006,40.9,42.97912955284119,-0.028849789428711015,True,0.1,10,0,8
20,39.842,40.37,43.2271683216095,0.015817419433593737,True,0.1,10,0,8
21,40.652,41.29,43.36389923095703,-0.0082554077148437,True,0.1,10,0,8
22,41.8,41.88,42.38316583633423,-0.009805368041992191,True,0.1,10,0,8
23,41.752,41.620000000000005,42.86565375328064,-0.0026215911865234975,True,0.1,10,0,8
24,42.308,42.54,43.315457820892334,-0.014366497802734335,True,0.1,10,0,8
25,42.674,42.730000000000004,43.40979886054993,-0.014311425781250043,True,0.1,10,0,8
26,43.014,43.34,44.89854311943054,-0.014207034301757782,True,0.1,10,0,8
27,44.112,44.800000000000004,42.694100856781006,-0.02627625122070314,True,0.1,10,0,8
28,43.908,44.47,42.818477392196655,0.00018757324218752203,True,0.1,10,0,8
29,44.116,44.800000000000004,42.95284605026245,-0.003076892089843719,True,0.1,10,0,8
30,45.33,45.16,42.959996938705444,-0.011689047241210915,True,0.1,10,0,8
31,45.194,45.21,43.063395261764526,-0.003767755126953176,True,0.1,10,0,8
32,45.128,45.769999999999996,42.72771859169006,-0.01502816467285153,True,0.1,10,0,8
33,45.722,46.27,43.418482065200806,-0.010804534912109398,True,0.1,10,0,8
34,47.288000000000004,47.46,43.3403422832489,-0.024447009277343713,True,0.1,10,0,8
35,47.408,47.38,43.46722435951233,-0.0026228790283203463,True,0.1,10,0,8
36,47.524,47.93,43.32028865814209,-0.014100662231445283,True,0.1,10,0,8
37,48.687999999999995,49.059999999999995,43.53483986854553,-0.01712021179199219,True,0.1,10,0,8
38,47.984,48.35,44.52977538108826,0.009220843505859343,True,0.1,10,0,8
39,48.925999999999995,49.25,43.16318655014038,-0.01034065856933597,True,0.1,10,0,8
