run_label,source,final_cumulative_time_sec,best_cumulative_time_sec,sum_cumulative_time_sec,total_time_sec
SL + Projected on CIFAR-10 α=0.1.csv,SL + Projected on CIFAR-10 α=0.1.csv,13966.883670512878,13966.883670512878,1402819.2765544662,13966.883670512878
SFLV2 + Projected - CIFAR-10 α=0.1.csv,SFLV2 + Projected - CIFAR-10 α=0.1.csv,13397.841846459662,13397.841846459662,1343920.8742761533,13397.841846459662
SL - CIFAR-10 α=0.1.csv,SL - CIFAR-10 α=0.1.csv,12111.839929606955,12111.839929606955,1215663.1827738998,12111.839929606955
SFLV2 - CIFAR-10 α=0.1.csv,SFLV2 - CIFAR-10 α=0.1.csv,8898.085047131914,8898.085047131914,893915.3111423879,8898.085047131914
FOT - CIFAR-10 α=0.1.csv,FOT - CIFAR-10 α=0.1.csv,8658.977912664413,8658.977912664413,869893.4172530174,8658.977912664413
FL - CIFAR-10 α=0.1.csv,FL - CIFAR-10 α=0.1.csv,8212.386221644818,8212.386221644818,824135.2242813057,8212.386221644818
Centralize Baseline - CIFAR-10.csv,Centralize Baseline - CIFAR-10.csv,1409.8231217669963,1409.8231217669963,142056.3749138025,1409.8231217669963
