run_label,source,final_mean_FgT_loss,best_mean_FgT_loss,sum_mean_FgT_loss,total_time_sec,AUPF
SL + Projected on CIFAR10 - 0.5 - early.csv,SL + Projected on CIFAR10 - 0.5 - early.csv,-0.0719654579557965,-0.680630087852478,-30.13918191103934,23411.49920731038,0.4938879780312802
SL + Projected on CIFAR10 - 0.5 - mid.csv,SL + Projected on CIFAR10 - 0.5 - mid.csv,-0.0901342865510202,-0.601296991109848,-45.39375283173883,21031.150327096693,0.2462065935134887
SL + Projected on CIFAR10 - 0.5 - late.csv,SL + Projected on CIFAR10 - 0.5 - late.csv,-0.2400282106207842,-0.5944347977638245,-59.225133549784246,18279.02172823809,0.0592288970947265
