round,acc_train,acc_test,round_time_sec,mean_FgT_loss,projection,top_r,feature_mem_cap,alpha,num_users,lr_server,lr_client,seed
1,53.187436730340394,29.20022897720337,95.54488643910736,0.0,True,8,2048,0.5,10,0.001,0.001,1234
2,58.69214812683124,36.77532324790955,99.83721102122217,0.2021247148513794,True,8,2048,0.5,10,0.001,0.001,1234
3,62.876610682786044,40.284886837005615,101.555643171072,-0.3942808508872986,True,8,2048,0.5,10,0.001,0.001,1234
4,65.60475238035431,44.42180757522583,102.37013474851847,-0.3371114730834961,True,8,2048,0.5,10,0.001,0.001,1234
5,68.15602102103064,47.55792026519775,102.3721641972661,-0.601296991109848,True,8,2048,0.5,10,0.001,0.001,1234
6,70.18341630122447,50.54283390045166,104.77816243376583,0.04408187866210937,True,8,2048,0.5,10,0.001,0.001,1234
7,72.30154998282816,52.756600284576415,104.74459416139871,-0.5159133275349935,True,8,2048,0.5,10,0.001,0.001,1234
8,73.72004950160199,54.14466590881348,104.00816908013076,-0.4470328092575073,True,8,2048,0.5,10,0.001,0.001,1234
9,75.23458718510585,56.9999324798584,104.69502320233732,-0.2025374174118042,True,8,2048,0.5,10,0.001,0.001,1234
10,76.30341784490965,58.85068674087525,107.07697952724993,-0.5359383424123129,True,8,2048,0.5,10,0.001,0.001,1234
11,77.46007567364731,59.84139270782471,107.45525232888758,-0.46143866181373594,True,8,2048,0.5,10,0.001,0.001,1234
12,79.01126755105507,61.563847064971924,105.4305917210877,-0.2186892032623291,True,8,2048,0.5,10,0.001,0.001,1234
13,79.88044687322788,62.965045833587645,105.41615144256502,-0.36723725001017254,True,8,2048,0.5,10,0.001,0.001,1234
14,80.51149106425339,63.420662593841556,105.45757229905576,-0.3354100997631366,True,8,2048,0.5,10,0.001,0.001,1234
15,81.69106005788514,64.90503759384156,105.61862468533218,-0.37883288093975614,True,8,2048,0.5,10,0.001,0.001,1234
16,82.54380573823684,66.06445322036743,108.05598411336541,-0.5320066412289938,True,8,2048,0.5,10,0.001,0.001,1234
17,82.95337295785207,66.96558446884156,105.12650467827916,-0.498560830950737,True,8,2048,0.5,10,0.001,0.001,1234
18,83.59217820087117,68.13139820098877,106.51787270233035,-0.5414409041404724,True,8,2048,0.5,10,0.001,0.001,1234
19,84.42938350112256,67.80172424316406,105.44898600876331,-0.35703498787350124,True,8,2048,0.5,10,0.001,0.001,1234
20,84.75580708664752,69.65651931762696,105.37659724056721,-0.33679415364014476,True,8,2048,0.5,10,0.001,0.001,1234
21,85.2569920029966,68.67860984802246,108.20511845778674,-0.36260005235672,True,8,2048,0.5,10,0.001,0.001,1234
22,85.94914615227339,70.97858295440673,104.16529598273337,-0.4537233199392046,True,8,2048,0.5,10,0.001,0.001,1234
23,86.51799686039355,70.00202007293701,105.3460916345939,-0.36785888942805206,True,8,2048,0.5,10,0.001,0.001,1234
24,86.91517741201706,71.01764554977417,105.89531504549086,-0.29235252349273017,True,8,2048,0.5,10,0.001,0.001,1234
25,87.26427502919007,72.17066249847412,106.12396217416972,-0.4265039439002673,True,8,2048,0.5,10,0.001,0.001,1234
26,87.74468291925022,72.5619610786438,107.63665103912354,-0.4156110405921936,True,8,2048,0.5,10,0.001,0.001,1234
27,88.29195021973644,72.9936692237854,105.15751750208437,-0.2757798456228696,True,8,2048,0.5,10,0.001,0.001,1234
28,88.64472418688416,73.4607352256775,105.34986126143485,-0.2040559693619057,True,8,2048,0.5,10,0.001,0.001,1234
29,88.71536309849607,73.49845113754273,105.21154673863202,-0.3209604003599712,True,8,2048,0.5,10,0.001,0.001,1234
30,89.3600222651847,72.86435871124267,106.71822225023061,-0.21212750673294067,True,8,2048,0.5,10,0.001,0.001,1234
31,89.3371091536414,74.13927793502808,108.08720115851611,-0.3604842702547709,True,8,2048,0.5,10,0.001,0.001,1234
32,89.8378492145279,74.02680501937866,105.64503808412701,-0.3388609136304548,True,8,2048,0.5,10,0.001,0.001,1234
33,90.19795281480346,74.81209602355958,105.57464233879,-0.30617164447903633,True,8,2048,0.5,10,0.001,0.001,1234
34,90.25781748334049,75.39466552734375,105.05740920361131,-0.32763654174226703,True,8,2048,0.5,10,0.001,0.001,1234
35,90.78186341835887,75.67652235031127,106.16916007827967,-0.2857346166582668,True,8,2048,0.5,10,0.001,0.001,1234
36,91.01517377679271,75.70076742172242,106.93425145279616,-0.31690476962498254,True,8,2048,0.5,10,0.001,0.001,1234
37,91.30150320257572,75.60378494262696,104.85485661402345,-0.2137268433968226,True,8,2048,0.5,10,0.001,0.001,1234
38,91.7706942056137,75.60950965881348,106.05772819928825,-0.3767670844052289,True,8,2048,0.5,10,0.001,0.001,1234
39,91.82808621338266,76.61435842514038,106.0380560234189,-0.28771128152546127,True,8,2048,0.5,10,0.001,0.001,1234
40,92.05554357701206,76.96726818084717,107.57150797825307,-0.2956807812054952,True,8,2048,0.5,10,0.001,0.001,1234
41,92.31806710461657,76.60627708435058,108.3440287746489,-0.28101797252893446,True,8,2048,0.5,10,0.001,0.001,1234
42,92.33022148154464,77.1060073852539,105.16579779144377,-0.3585910535440212,True,8,2048,0.5,10,0.001,0.001,1234
43,92.93337091812313,77.44106922149658,106.22906222008169,-0.3607728183269501,True,8,2048,0.5,10,0.001,0.001,1234
44,93.05220080062635,77.30300369262696,107.32148126792163,-0.4147151833356813,True,8,2048,0.5,10,0.001,0.001,1234
45,93.2716663294415,77.49595890045165,105.38458220288157,-0.36794236573306,True,8,2048,0.5,10,0.001,0.001,1234
46,93.54751211912193,77.93776931762696,107.59974858909845,-0.3212319824430678,True,8,2048,0.5,10,0.001,0.001,1234
47,93.55826644849014,77.56330814361573,105.42189275380224,-0.29257574677467346,True,8,2048,0.5,10,0.001,0.001,1234
48,93.79807350933596,78.00410823822021,105.23987724725157,-0.2858899261089081,True,8,2048,0.5,10,0.001,0.001,1234
49,93.98503175490451,78.51158409118652,106.09244840871543,-0.32702302436033887,True,8,2048,0.5,10,0.001,0.001,1234
50,94.01932898724618,78.21221694946288,106.25004095491022,-0.259731264746919,True,8,2048,0.5,10,0.001,0.001,1234
51,94.03308279186379,78.2293909072876,107.97032317705452,-0.38806621849536893,True,8,2048,0.5,10,0.001,0.001,1234
52,94.08825824901851,77.70137367248535,104.57836006395519,-0.21811865942150938,True,8,2048,0.5,10,0.001,0.001,1234
53,94.58305252272842,78.88907585144042,105.27367746084929,-0.28038510107077086,True,8,2048,0.5,10,0.001,0.001,1234
54,94.79370978333426,78.93790378570557,104.95359204430133,-0.31971968682307117,True,8,2048,0.5,10,0.001,0.001,1234
55,94.65707200087768,79.0193962097168,105.63862166926265,-0.2910720772213406,True,8,2048,0.5,10,0.001,0.001,1234
56,94.78673669939373,79.1143585205078,106.83511110767722,-0.32013392881913616,True,8,2048,0.5,10,0.001,0.001,1234
57,95.18375509463704,78.7850212097168,106.29068015143275,-0.3263694431100573,True,8,2048,0.5,10,0.001,0.001,1234
58,95.1872788444011,78.64055786132812,105.44955741520971,-0.24563005305173105,True,8,2048,0.5,10,0.001,0.001,1234
59,95.46962767920658,79.48679943084717,106.37302388716489,-0.27121756611199216,True,8,2048,0.5,10,0.001,0.001,1234
60,95.35163178323413,79.16116638183594,105.51296638976783,-0.3137685398934251,True,8,2048,0.5,10,0.001,0.001,1234
61,95.70902017883792,79.99528541564942,107.21453308034688,-0.257755505045255,True,8,2048,0.5,10,0.001,0.001,1234
