round,acc_train,acc_test,round_time_sec,mean_FgT_loss
1,49.9939436901449,24.77370693683624,93.47626949287951,0.0
2,57.26928266645494,33.71228451728821,114.40832774247974,0.395097017288208
3,61.05595567564431,39.6740300655365,101.4309818726033,-0.6176918148994446
4,64.91930964604964,44.943763256073,106.64471683092415,-0.5013358990351359
5,67.21744546629543,47.731680965423585,123.00891638360918,-0.3024212419986725
6,69.48359774546482,51.39581089019775,135.03597048670053,-0.14297029972076417
7,71.67342080539508,53.893790340423585,148.87110962998122,0.12719092766443887
8,73.3947185500062,56.22205009460449,136.79097045958042,0.05165815353393555
9,74.84637640067783,57.4501615524292,141.04360085818917,-0.574306532740593
10,76.23937519992535,60.0703800201416,139.40999578591436,-0.6308085322380066
11,77.37739815987742,61.48403816223144,139.50892294943333,-0.4103565335273743
12,78.5790872756559,63.27283134460449,151.10859201010317,-0.6378018368374218
13,79.25957155953844,64.52754564285279,142.31100847106427,-0.08261130750179291
14,80.35891382284049,64.94410009384156,146.809431838803,-0.60473082615779
15,81.03035884167545,66.66722774505615,141.95792135968804,-0.13718560763767787
16,81.53002727099279,67.83304138183594,142.26105941273272,-0.410541037718455
17,82.34839848325302,69.30967130661011,153.38010090775788,-0.44107117503881454
18,82.79770035258278,70.48727083206177,139.07098527997732,-0.32828927390715656
19,83.73347590696726,70.54855880737304,141.7198507944122,-0.626307209332784
20,83.9823148604398,70.57920255661011,142.64599157962948,-0.6187078121461367
21,84.80066230167779,71.53488664627075,142.60153226740658,-0.5505322337150573
22,84.94333956185713,71.78879280090332,153.50885978899896,-0.553962250550588
23,85.65858221808887,73.1529499053955,139.77054495271295,-0.3256445743820884
24,85.9130625193291,72.63368797302246,142.02594462782145,-0.32552654846854834
25,86.16060061093704,72.59092140197754,142.3440281637013,-0.3302117312947909
26,86.515847967978,73.25060596466065,143.3034669207409,-0.4116370701789856
27,87.02715325303316,74.84711723327636,153.85877478402108,-0.43462367126574886
28,87.40187636003908,74.27397632598877,140.7849624156952,-0.2983929294127005
29,87.77607983729018,75.57987594604492,142.8436333751306,-0.5033016907317298
30,88.04646292750401,75.98397083282471,147.54959013406187,-0.41331557775365896
31,88.35869197655978,75.51320037841796,151.83646601252258,-0.5417069911956787
32,88.65319349679187,75.46538257598877,155.60511107556522,-0.39932346055584567
33,88.52474985032285,76.26953086853027,142.5461985208094,-0.3754090117290616
34,89.11044575910068,75.89069242477417,142.71744282823056,-0.2867585971499934
35,89.1366203671154,75.86206855773926,142.9815874742344,-0.4607670543824925
36,89.6590306875774,76.60459308624267,142.51853743754327,-0.35743499738829476
37,90.07569858883011,77.42726249694825,154.98009741771966,-0.21487844155894387
38,90.33541434404114,78.03542556762696,143.2813343172893,-0.6369890836445061
39,90.41736732127481,77.77343711853027,144.22940543480217,-0.418551062282763
40,90.64154263205009,77.97885246276856,141.9700539857149,-0.4013865528962551
41,90.95753825544888,78.6509967803955,138.27902320120484,-0.48487995713949206
42,90.7553264314577,78.52909450531006,151.2296638097614,-0.4438889179287887
43,91.38280045815293,79.32650852203369,139.32665529474616,-0.5067269174115998
44,91.46333487913526,78.06472244262696,140.80509492848068,-0.3895343472791273
45,91.87730699001075,79.88146533966065,140.13945840485394,-0.3317541161721403
46,91.80754424152303,79.80973834991455,141.34560564160347,-0.3365387512577905
47,92.018048459553,79.99360179901123,154.61264877673239,-0.476742004894692
48,92.17481951239441,79.61341609954835,137.609236815013,-0.37827248205529884
49,92.35935185264478,79.44436988830566,138.67232723347843,-0.16413000722726187
50,92.74794876924054,80.19430236816406,138.09578887280077,-0.47836789823308284
51,92.74400066927558,80.81593475341796,137.69298333860934,-0.44546686589717865
52,92.83017386268673,80.22258892059327,151.9082919601351,-0.21571009357770285
53,92.9636166111773,79.84273986816406,139.20804047491401,-0.37139965994999957
54,93.500763215602,80.74151420593262,141.19698372483253,-0.453795333797077
55,93.51937564198452,81.36112594604492,139.71316042356193,-0.4706361260679033
56,93.55358342470691,81.68507537841796,138.58722171466798,-0.44878996502269397
57,93.82031852717097,81.62749195098877,150.57335958443582,-0.40934706532529425
58,94.09395205936595,81.37695274353027,139.35245857108384,-0.41277654469013214
59,93.85561568289053,82.40503768920898,140.839879155159,-0.3982439888962384
60,93.96995438703144,81.76050643920898,141.8961449638009,-0.4080932188337132
61,94.44506566237085,82.23666496276856,140.8463305402547,-0.38465221722920734
62,94.13631121059873,82.22319469451904,151.9904626319185,-0.10885996725715574
63,94.62731002905078,82.24036884307861,141.5435061659664,-0.19767402064415715
64,94.46244073704402,81.86085662841796,144.90688830520958,-0.10654355656533014
65,94.77407866708549,82.64412727355958,139.8647134397179,-0.330693491268903
66,95.14734721718187,82.69598617553712,141.06254945043474,-0.39502599399823407
67,95.1017090617649,83.05933456420898,152.09675307385623,-0.2166706450057752
68,95.31587413191637,83.05192584991455,138.77400784287602,-0.2243491517963694
69,95.5131997303211,82.68723068237304,138.80376285128295,-0.4850106860565789
70,95.50944038076736,82.85021572113037,138.28866201173514,-0.3854026310685752
71,95.45177234638194,83.07549839019775,139.24097662046552,-0.3672083922794887
72,95.60244961991594,83.13577575683594,151.68301513418555,-0.3329352704991757
73,95.5272692186558,83.29741382598877,137.69777850992978,-0.3687030542641878
74,95.829082937034,83.7318157196045,140.09692482091486,-0.3541807756848531
75,95.81841131510711,83.66446666717529,140.56471159588546,-0.40291330439818873
76,95.95014338511807,83.79478702545165,138.50139585137367,-0.14994160175323487
77,96.07539346684675,83.17988948822021,151.5041789393872,-0.29327385715748133
78,96.0516292871287,83.40348854064942,138.39796182420105,-0.36103856853850474
79,96.13478708878351,83.60385208129883,139.18664748128504,-0.349203028740027
80,96.25737244203685,84.44369621276856,150.4611292257905,-0.37294079212448267
81,95.88916284671515,83.61563835144042,141.47244994621724,-0.30210210736840964
82,96.46692878426397,83.9291488647461,151.46014501713216,-0.14891542899019924
83,96.53060091937161,84.53562755584717,137.83768423367292,-0.1707539149537319
84,96.63748301174452,84.26050643920898,138.60628311429173,-0.3935017416994256
85,96.61881820450387,84.34267253875733,138.4760401872918,-0.23711257676283518
86,96.63365655666,84.10290966033935,138.83062690589577,-0.3394564665415708
87,96.67408535944921,84.70299015045165,151.3327914653346,-0.2789440936473913
88,96.80679340011547,84.52316837310791,139.1818006457761,-0.3037720891250961
89,96.84136686584978,84.38846988677979,139.4565350767225,-0.3337275485762141
90,96.76256154773449,84.72656230926513,140.46826511062682,-0.3267764840902907
91,96.78429296805311,84.49387149810791,139.48314659669995,-0.34885166212916374
92,96.83481145383958,84.7767375946045,149.71675956528634,-0.2726269393831819
93,96.98717401058451,84.62284507751465,138.19014442432672,-0.4297624373727519
94,97.01373479954461,84.2544448852539,141.37053091078997,-0.30518855755367585
95,97.03517516365484,84.62116107940673,140.0593573860824,-0.2941858019442
96,97.02196692916023,84.67234649658204,139.2406063694507,-0.308531916612073
97,97.28843016913801,85.26333503723144,151.33608033135533,-0.1342359596552948
98,97.18376466417024,84.85149517059327,138.75057813804597,-0.29342552297508595
99,97.25581038563908,84.95285549163819,139.63569961395115,-0.21048194975877293
100,97.50492751074107,84.95521278381348,140.28245486598462,-0.31235761451299743
101,97.35857599168452,84.8060344696045,141.5087801348418,-0.4080632523074746
102,97.46560118745839,85.18386325836181,151.53664567694068,-0.12551667740439423
103,97.50270353177947,85.50276126861573,138.38467880524695,-0.2812511712020519
104,97.560147571937,85.63712310791016,138.51985912304372,-0.2580160185405352
105,97.5109312158786,84.82421894073487,139.50707852561027,-0.24926736778937852
106,97.34045197114966,85.08519630432129,138.66544404439628,-0.2865797738234202
107,97.70816016403366,85.49670009613037,151.61819885391742,-0.22981233079478425
108,97.74485232145487,85.67786922454835,137.98269163817167,-0.20439831063012096
109,97.63466141106355,85.50242462158204,139.3609094247222,-0.28204774511633096
110,97.76097653058915,85.8290678024292,138.8225970910862,-0.367806904428049
111,97.70637834663845,86.3617992401123,139.61067953705788,-0.2632874996824698
112,97.78588612334312,85.54216041564942,152.42037783935666,-0.2876859175729322
113,97.96380236631997,86.0341459274292,139.33784852176905,-0.35546041250095833
114,97.93114084425946,85.90786628723144,141.28553225751966,-0.2663587122759988
115,97.98209670175251,85.6068157196045,140.3186780223623,-0.25712237134575844
116,97.89003857444476,86.01023712158204,140.0648909220472,-0.10845847557420316
117,97.98133690826998,86.09004573822021,151.80953502096236,-0.2993454275460079
118,97.93587535882881,85.75902462005615,139.2563032452017,-0.2609923243140563
119,97.71996221434742,85.23706893920898,139.15343394875526,-0.18617142193903358
120,97.901774493045,86.09442367553712,140.07666452229023,-0.26367940415604774
121,97.92766891299183,86.06950435638427,141.4505410036072,-0.2638201039284468
122,98.06326826049477,86.40591316223144,150.68367688544095,-0.2831425967295308
123,98.0157787844033,86.14392528533935,137.8136066775769,-0.2626991369685189
124,98.06401214160654,85.74791221618652,139.5254243919626,-0.34928061770714397
125,98.11546168010294,86.2611125946045,139.8917535012588,-0.12170562845083975
126,98.08939297005577,86.09240283966065,140.1538630919531,-0.231031793653965
127,98.24051507361628,86.52680492401123,152.56609616894275,-0.2390671930615864
