run_label,source,final_cumulative_time_sec,best_cumulative_time_sec,sum_cumulative_time_sec,total_time_sec
SFLV2 + Projected - CIFAR-10 α=0.1.csv,SFLV2 + Projected - CIFAR-10 α=0.1.csv,15124.218142360449,15124.218142360449,1517172.2319623008,15124.218142360449
SL + Projected on CIFAR-10 α=0.1.csv,SL + Projected on CIFAR-10 α=0.1.csv,14525.61016562581,14525.61016562581,1460699.8932784628,14525.61016562581
SL - CIFAR-10 α=0.1.csv,SL - CIFAR-10 α=0.1.csv,12872.743621051311,12872.743621051311,1293387.558767071,12872.743621051311
FOT - CIFAR-10 α=0.1.csv,FOT - CIFAR-10 α=0.1.csv,9926.764654636383,9926.764654636383,995293.240375042,9926.764654636383
SFLV2 - CIFAR-10 α=0.1.csv,SFLV2 - CIFAR-10 α=0.1.csv,9570.813126314431,9570.813126314431,961917.7686794233,9570.813126314431
FL - CIFAR-10 α=0.1.csv,FL - CIFAR-10 α=0.1.csv,9220.115231858566,9220.115231858566,926839.3452343345,9220.115231858566
Centralize Baseline - CIFAR-10.csv,Centralize Baseline - CIFAR-10.csv,1448.1001586634666,1448.1001586634666,146067.10101958923,1448.1001586634666
