round,acc_train,acc_test,round_time_sec,mean_FgT_loss,projection,alpha,warmup_rounds,rebuild_every,top_r
1,15.45,15.45,54.13823223114014,0.0,True,0.1,10,0,8
2,19.759999999999998,19.97,48.81059741973877,-0.08043130493164066,True,0.1,10,0,8
3,21.742,22.66,48.421497106552124,-0.06759201965332036,True,0.1,10,0,8
4,23.73,23.95,48.98590445518494,-0.051603491210937505,True,0.1,10,0,8
5,24.988,25.66,49.1117467880249,-0.041307995605468675,True,0.1,10,0,8
6,25.97,26.82,49.205841302871704,-0.03640464172363282,True,0.1,10,0,8
7,26.926,27.800000000000004,49.40264868736267,-0.02918084716796887,True,0.1,10,0,8
8,27.728,28.38,49.4455361366272,-0.031855130004882826,True,0.1,10,0,8
9,28.114,29.220000000000002,49.90162014961243,-0.01866199645996085,True,0.1,10,0,8
10,28.804000000000002,30.049999999999997,49.186460971832275,-0.016769421386718796,True,0.1,10,0,8
11,29.362,30.69,49.28812098503113,-0.010515063476562503,True,0.1,10,0,8
12,29.454,30.64,49.409820795059204,-0.002292849731445301,True,0.1,10,0,8
13,29.398000000000003,30.4,50.8377742767334,-0.00710990295410161,True,0.1,10,0,8
14,29.948000000000004,30.95,49.89851212501526,-0.006813021850585921,True,0.1,10,0,8
15,30.215999999999998,31.34,48.69983386993408,-0.0004072540283202475,True,0.1,10,0,8
16,30.184,31.53,48.53637075424194,-0.006812097167968778,True,0.1,10,0,8
17,30.394,31.34,49.545650243759155,0.0017760009765625195,True,0.1,10,0,8
18,30.406,31.36,49.474128007888794,-0.006145443725585942,True,0.1,10,0,8
19,30.536,31.730000000000004,49.17327308654785,-0.002178329467773388,True,0.1,10,0,8
20,30.564000000000004,31.790000000000003,49.17261600494385,-0.003472924804687505,True,0.1,10,0,8
21,30.881999999999998,32.129999999999995,49.44500017166138,-0.007584384155273449,True,0.1,10,0,8
22,30.696,32.26,48.73730659484863,-0.0043063262939453395,True,0.1,10,0,8
23,31.258000000000003,32.62,49.050456047058105,-0.005696618652343677,True,0.1,10,0,8
24,31.172,32.57,49.40566921234131,0.0010875579833983906,True,0.1,10,0,8
25,31.324,32.6,51.20442247390747,-0.005716659545898483,True,0.1,10,0,8
26,31.6,32.690000000000005,48.81452989578247,-0.002562316894531236,True,0.1,10,0,8
27,31.453999999999997,32.68,49.313820123672485,-0.00453006591796874,True,0.1,10,0,8
28,32.004,33.0,49.58099031448364,-0.004270880126953092,True,0.1,10,0,8
29,32.016,32.67,49.34820771217346,-0.004609671020507822,True,0.1,10,0,8
30,32.054,33.040000000000006,50.18129539489746,-0.0013866638183593683,True,0.1,10,0,8
31,32.082,33.36,49.57338094711304,-0.005245516967773378,True,0.1,10,0,8
32,32.344,33.45,49.05902361869812,0.00010895385742184515,True,0.1,10,0,8
33,32.388,33.629999999999995,48.75779604911804,-0.0006573944091797124,True,0.1,10,0,8
34,32.644,33.98,49.679112672805786,-0.007757397460937554,True,0.1,10,0,8
35,32.894,34.06,49.140127658843994,-0.01016183471679688,True,0.1,10,0,8
36,32.766,34.23,49.17376899719238,0.004138925170898445,True,0.1,10,0,8
37,33.074,33.97,50.208001136779785,0.0013628540039062552,True,0.1,10,0,8
38,32.92,33.989999999999995,48.59831976890564,-0.002165417480468701,True,0.1,10,0,8
39,33.538000000000004,34.57,48.93912172317505,-0.008824270629882803,True,0.1,10,0,8
40,33.302,34.589999999999996,49.05652928352356,-0.0007734161376953264,True,0.1,10,0,8
41,33.552,34.69,48.61896538734436,-0.00047141723632817547,True,0.1,10,0,8
42,33.662,35.29,49.32674527168274,-0.005216622924804693,True,0.1,10,0,8
43,33.93,35.089999999999996,48.860567808151245,-0.0027086914062499634,True,0.1,10,0,8
44,34.366,35.61,49.60067105293274,-0.00983677673339849,True,0.1,10,0,8
45,34.374,35.42,49.235642433166504,0.002454238891601568,True,0.1,10,0,8
