run_label,source,final_cumulative_time_sec,best_cumulative_time_sec,sum_cumulative_time_sec,total_time_sec
SL + Projected on CIFAR-10 α=0.5.csv,SL + Projected on CIFAR-10 α=0.5.csv,15423.89609340392,15423.89609340392,1548746.2494378686,15423.89609340392
SFLV2 + Projected - CIFAR-10 α=0.5.csv,SFLV2 + Projected - CIFAR-10 α=0.5.csv,14598.110803833231,14598.110803833231,1463203.9976066146,14598.110803833231
SL - CIFAR-10 α=0.5.csv,SL - CIFAR-10 α=0.5.csv,12938.311970705166,12938.311970705166,1306066.796982007,12938.311970705166
FOT - CIFAR-10 α=0.5.csv,FOT - CIFAR-10 α=0.5.csv,10055.592773199081,10055.592773199081,1008690.7208888531,10055.592773199081
SFLV2 - CIFAR-10 α=0.5.csv,SFLV2 - CIFAR-10 α=0.5.csv,9917.732828645036,9917.732828645036,996163.5873618629,9917.732828645036
FL - CIFAR-10 α=0.5.csv,FL - CIFAR-10 α=0.5.csv,9062.026688089594,9062.026688089594,910806.7057250049,9062.026688089594
Centralize Baseline - CIFAR-10.csv,Centralize Baseline - CIFAR-10.csv,1466.0052643232048,1466.0052643232048,147481.16919892095,1466.0052643232048
