run_label,source,final_cumulative_time_sec,best_cumulative_time_sec,sum_cumulative_time_sec,total_time_sec
SL + Projected on CIFAR-10 α=0.1.csv,SL + Projected on CIFAR-10 α=0.1.csv,15586.637484030798,15586.637484030798,1573109.8021606943,15586.637484030798
SFLV2 + Projected - CIFAR-10 α=0.1.csv,SFLV2 + Projected - CIFAR-10 α=0.1.csv,13574.806266508996,13574.806266508996,1361584.2061939137,13574.806266508996
SL - CIFAR-10 α=0.1.csv,SL - CIFAR-10 α=0.1.csv,13085.814437923953,13085.814437923953,1313071.017899502,13085.814437923953
SFLV2 - CIFAR-10 α=0.1.csv,SFLV2 - CIFAR-10 α=0.1.csv,9819.689401967451,9819.689401967451,985908.760457471,9819.689401967451
Centralize Baseline - CIFAR-10.csv,Centralize Baseline - CIFAR-10.csv,1411.7266572080553,1411.7266572080553,142087.32840260305,1411.7266572080553
